SearchBayesianSkopt: New best config found. Config 0: {'topK': 236, 'shrink': 448, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0875851, PRECISION: 0.0169676, PRECISION_RECALL_MIN_DEN: 0.0702604, RECALL: 0.0688286, MAP: 0.0292049, MRR: 0.0592590, NDCG: 0.0454810, F1: 0.0272239, HIT_RATE: 0.1696758, ARHR: 0.0641478, NOVELTY: 0.0049562, AVERAGE_POPULARITY: 0.0183679, DIVERSITY_MEAN_INTER_LIST: 0.9966678, DIVERSITY_HERFINDAHL: 0.9996474, COVERAGE_ITEM: 0.5168816, COVERAGE_ITEM_CORRECT: 0.0302599, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0937461, DIVERSITY_GINI: 0.2396234, SHANNON_ENTROPY: 12.8021041, 
SearchBayesianSkopt: Config 5 is suboptimal. Config: {'topK': 1940, 'shrink': 2424, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0741074, PRECISION: 0.0145991, PRECISION_RECALL_MIN_DEN: 0.0606982, RECALL: 0.0595510, MAP: 0.0251776, MRR: 0.0497871, NDCG: 0.0391321, F1: 0.0234495, HIT_RATE: 0.1459911, ARHR: 0.0536972, NOVELTY: 0.0049879, AVERAGE_POPULARITY: 0.0186139, DIVERSITY_MEAN_INTER_LIST: 0.9947428, DIVERSITY_HERFINDAHL: 0.9994550, COVERAGE_ITEM: 0.4485852, COVERAGE_ITEM_CORRECT: 0.0258325, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0814144, DIVERSITY_GINI: 0.1815892, SHANNON_ENTROPY: 12.3248017, 
SearchBayesianSkopt: Config 6 is suboptimal. Config: {'topK': 1196, 'shrink': 1445, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0776473, PRECISION: 0.0149486, PRECISION_RECALL_MIN_DEN: 0.0619461, RECALL: 0.0606940, MAP: 0.0260136, MRR: 0.0524914, NDCG: 0.0402972, F1: 0.0239888, HIT_RATE: 0.1494855, ARHR: 0.0565232, NOVELTY: 0.0049778, AVERAGE_POPULARITY: 0.0183682, DIVERSITY_MEAN_INTER_LIST: 0.9955152, DIVERSITY_HERFINDAHL: 0.9995322, COVERAGE_ITEM: 0.4628296, COVERAGE_ITEM_CORRECT: 0.0266025, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.1928502, SHANNON_ENTROPY: 12.4436549, 
SearchBayesianSkopt: Config 7 is suboptimal. Config: {'topK': 1211, 'shrink': 53, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0829506, PRECISION: 0.0168705, PRECISION_RECALL_MIN_DEN: 0.0694481, RECALL: 0.0679881, MAP: 0.0292794, MRR: 0.0576035, NDCG: 0.0451117, F1: 0.0270331, HIT_RATE: 0.1687051, ARHR: 0.0629194, NOVELTY: 0.0049646, AVERAGE_POPULARITY: 0.0184079, DIVERSITY_MEAN_INTER_LIST: 0.9964185, DIVERSITY_HERFINDAHL: 0.9996225, COVERAGE_ITEM: 0.5019442, COVERAGE_ITEM_CORRECT: 0.0301059, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0911036, DIVERSITY_GINI: 0.2277257, SHANNON_ENTROPY: 12.7206493, 
SearchBayesianSkopt: Config 8 is suboptimal. Config: {'topK': 1845, 'shrink': 507, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0757612, PRECISION: 0.0149874, PRECISION_RECALL_MIN_DEN: 0.0616146, RECALL: 0.0603632, MAP: 0.0258464, MRR: 0.0509331, NDCG: 0.0399296, F1: 0.0240127, HIT_RATE: 0.1498738, ARHR: 0.0552516, NOVELTY: 0.0049807, AVERAGE_POPULARITY: 0.0186340, DIVERSITY_MEAN_INTER_LIST: 0.9955180, DIVERSITY_HERFINDAHL: 0.9995325, COVERAGE_ITEM: 0.4540135, COVERAGE_ITEM_CORRECT: 0.0266795, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0827985, DIVERSITY_GINI: 0.1874940, SHANNON_ENTROPY: 12.4096346, 
SearchBayesianSkopt: Config 9 is suboptimal. Config: {'topK': 731, 'shrink': 744, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0809255, PRECISION: 0.0157639, PRECISION_RECALL_MIN_DEN: 0.0647604, RECALL: 0.0633669, MAP: 0.0273306, MRR: 0.0548332, NDCG: 0.0422011, F1: 0.0252471, HIT_RATE: 0.1576393, ARHR: 0.0592369, NOVELTY: 0.0049658, AVERAGE_POPULARITY: 0.0183596, DIVERSITY_MEAN_INTER_LIST: 0.9960806, DIVERSITY_HERFINDAHL: 0.9995887, COVERAGE_ITEM: 0.4774206, COVERAGE_ITEM_CORRECT: 0.0279885, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0869511, DIVERSITY_GINI: 0.2066156, SHANNON_ENTROPY: 12.5714149, 
SearchBayesianSkopt: Config 10 is suboptimal. Config: {'topK': 599, 'shrink': 821, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0818282, PRECISION: 0.0159192, PRECISION_RECALL_MIN_DEN: 0.0649290, RECALL: 0.0635169, MAP: 0.0276252, MRR: 0.0555393, NDCG: 0.0425649, F1: 0.0254580, HIT_RATE: 0.1591924, ARHR: 0.0600947, NOVELTY: 0.0049657, AVERAGE_POPULARITY: 0.0183618, DIVERSITY_MEAN_INTER_LIST: 0.9961739, DIVERSITY_HERFINDAHL: 0.9995981, COVERAGE_ITEM: 0.4833109, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0872027, DIVERSITY_GINI: 0.2115102, SHANNON_ENTROPY: 12.6069344, 
SearchBayesianSkopt: Config 11 is suboptimal. Config: {'topK': 1821, 'shrink': 2863, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0741112, PRECISION: 0.0146379, PRECISION_RECALL_MIN_DEN: 0.0605064, RECALL: 0.0593381, MAP: 0.0250341, MRR: 0.0492451, NDCG: 0.0389889, F1: 0.0234829, HIT_RATE: 0.1463793, ARHR: 0.0532318, NOVELTY: 0.0049880, AVERAGE_POPULARITY: 0.0185982, DIVERSITY_MEAN_INTER_LIST: 0.9947859, DIVERSITY_HERFINDAHL: 0.9994593, COVERAGE_ITEM: 0.4500866, COVERAGE_ITEM_CORRECT: 0.0260250, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0810369, DIVERSITY_GINI: 0.1826368, SHANNON_ENTROPY: 12.3344336, 
SearchBayesianSkopt: Config 12 is suboptimal. Config: {'topK': 941, 'shrink': 1483, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0785650, PRECISION: 0.0152786, PRECISION_RECALL_MIN_DEN: 0.0629254, RECALL: 0.0616057, MAP: 0.0265429, MRR: 0.0532026, NDCG: 0.0410414, F1: 0.0244848, HIT_RATE: 0.1527859, ARHR: 0.0573565, NOVELTY: 0.0049669, AVERAGE_POPULARITY: 0.0182875, DIVERSITY_MEAN_INTER_LIST: 0.9957527, DIVERSITY_HERFINDAHL: 0.9995559, COVERAGE_ITEM: 0.4686429, COVERAGE_ITEM_CORRECT: 0.0271415, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0848119, DIVERSITY_GINI: 0.1983694, SHANNON_ENTROPY: 12.4958779, 
SearchBayesianSkopt: Config 13 is suboptimal. Config: {'topK': 1480, 'shrink': 2395, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0751865, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607553, RECALL: 0.0595406, MAP: 0.0254088, MRR: 0.0508806, NDCG: 0.0393685, F1: 0.0235238, HIT_RATE: 0.1465735, ARHR: 0.0548067, NOVELTY: 0.0049820, AVERAGE_POPULARITY: 0.0184485, DIVERSITY_MEAN_INTER_LIST: 0.9951405, DIVERSITY_HERFINDAHL: 0.9994947, COVERAGE_ITEM: 0.4577093, COVERAGE_ITEM_CORRECT: 0.0260250, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1882008, SHANNON_ENTROPY: 12.3907431, 
SearchBayesianSkopt: Config 14 is suboptimal. Config: {'topK': 264, 'shrink': 1873, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0855101, PRECISION: 0.0166764, PRECISION_RECALL_MIN_DEN: 0.0687084, RECALL: 0.0673178, MAP: 0.0288128, MRR: 0.0581480, NDCG: 0.0446815, F1: 0.0267308, HIT_RATE: 0.1667637, ARHR: 0.0628285, NOVELTY: 0.0049551, AVERAGE_POPULARITY: 0.0183346, DIVERSITY_MEAN_INTER_LIST: 0.9965377, DIVERSITY_HERFINDAHL: 0.9996344, COVERAGE_ITEM: 0.5129163, COVERAGE_ITEM_CORRECT: 0.0297979, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0921102, DIVERSITY_GINI: 0.2342170, SHANNON_ENTROPY: 12.7597715, 
SearchBayesianSkopt: Config 15 is suboptimal. Config: {'topK': 1663, 'shrink': 368, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0766067, PRECISION: 0.0151039, PRECISION_RECALL_MIN_DEN: 0.0625481, RECALL: 0.0612586, MAP: 0.0261721, MRR: 0.0518332, NDCG: 0.0404512, F1: 0.0242329, HIT_RATE: 0.1510386, ARHR: 0.0561340, NOVELTY: 0.0049771, AVERAGE_POPULARITY: 0.0185888, DIVERSITY_MEAN_INTER_LIST: 0.9957237, DIVERSITY_HERFINDAHL: 0.9995530, COVERAGE_ITEM: 0.4605197, COVERAGE_ITEM_CORRECT: 0.0268335, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0835535, DIVERSITY_GINI: 0.1923598, SHANNON_ENTROPY: 12.4570476, 
SearchBayesianSkopt: Config 16 is suboptimal. Config: {'topK': 1211, 'shrink': 1945, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0774747, PRECISION: 0.0149291, PRECISION_RECALL_MIN_DEN: 0.0617843, RECALL: 0.0605214, MAP: 0.0258975, MRR: 0.0522155, NDCG: 0.0401510, F1: 0.0239503, HIT_RATE: 0.1492914, ARHR: 0.0562149, NOVELTY: 0.0049812, AVERAGE_POPULARITY: 0.0183757, DIVERSITY_MEAN_INTER_LIST: 0.9954066, DIVERSITY_HERFINDAHL: 0.9995213, COVERAGE_ITEM: 0.4622522, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0835535, DIVERSITY_GINI: 0.1921357, SHANNON_ENTROPY: 12.4326086, 
SearchBayesianSkopt: Config 17 is suboptimal. Config: {'topK': 1412, 'shrink': 1258, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0756243, PRECISION: 0.0148127, PRECISION_RECALL_MIN_DEN: 0.0619137, RECALL: 0.0606688, MAP: 0.0254738, MRR: 0.0509774, NDCG: 0.0396914, F1: 0.0238116, HIT_RATE: 0.1481266, ARHR: 0.0550228, NOVELTY: 0.0049807, AVERAGE_POPULARITY: 0.0184718, DIVERSITY_MEAN_INTER_LIST: 0.9954443, DIVERSITY_HERFINDAHL: 0.9995251, COVERAGE_ITEM: 0.4597498, COVERAGE_ITEM_CORRECT: 0.0264870, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0824210, DIVERSITY_GINI: 0.1905221, SHANNON_ENTROPY: 12.4230989, 
SearchBayesianSkopt: Config 18 is suboptimal. Config: {'topK': 1175, 'shrink': 2312, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0772217, PRECISION: 0.0148903, PRECISION_RECALL_MIN_DEN: 0.0619914, RECALL: 0.0607688, MAP: 0.0259614, MRR: 0.0521762, NDCG: 0.0402356, F1: 0.0239196, HIT_RATE: 0.1489031, ARHR: 0.0561492, NOVELTY: 0.0049791, AVERAGE_POPULARITY: 0.0183621, DIVERSITY_MEAN_INTER_LIST: 0.9953992, DIVERSITY_HERFINDAHL: 0.9995206, COVERAGE_ITEM: 0.4629836, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.1926672, SHANNON_ENTROPY: 12.4359561, 
SearchBayesianSkopt: Config 19 is suboptimal. Config: {'topK': 1563, 'shrink': 2380, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0748215, PRECISION: 0.0146768, PRECISION_RECALL_MIN_DEN: 0.0609495, RECALL: 0.0597786, MAP: 0.0254210, MRR: 0.0504799, NDCG: 0.0394387, F1: 0.0235673, HIT_RATE: 0.1467676, ARHR: 0.0544142, NOVELTY: 0.0049828, AVERAGE_POPULARITY: 0.0185910, DIVERSITY_MEAN_INTER_LIST: 0.9950601, DIVERSITY_HERFINDAHL: 0.9994867, COVERAGE_ITEM: 0.4560924, COVERAGE_ITEM_CORRECT: 0.0261020, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1869738, SHANNON_ENTROPY: 12.3781003, 
SearchBayesianSkopt: Config 20 is suboptimal. Config: {'topK': 710, 'shrink': 620, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0813833, PRECISION: 0.0158028, PRECISION_RECALL_MIN_DEN: 0.0647791, RECALL: 0.0633816, MAP: 0.0274743, MRR: 0.0550279, NDCG: 0.0423478, F1: 0.0252980, HIT_RATE: 0.1580276, ARHR: 0.0594620, NOVELTY: 0.0049656, AVERAGE_POPULARITY: 0.0183151, DIVERSITY_MEAN_INTER_LIST: 0.9961283, DIVERSITY_HERFINDAHL: 0.9995935, COVERAGE_ITEM: 0.4791145, COVERAGE_ITEM_CORRECT: 0.0280269, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0869511, DIVERSITY_GINI: 0.2080449, SHANNON_ENTROPY: 12.5836336, 
SearchBayesianSkopt: Config 21 is suboptimal. Config: {'topK': 1920, 'shrink': 1516, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0745190, PRECISION: 0.0146768, PRECISION_RECALL_MIN_DEN: 0.0606982, RECALL: 0.0595281, MAP: 0.0251670, MRR: 0.0499346, NDCG: 0.0391670, F1: 0.0235478, HIT_RATE: 0.1467676, ARHR: 0.0538698, NOVELTY: 0.0049855, AVERAGE_POPULARITY: 0.0186565, DIVERSITY_MEAN_INTER_LIST: 0.9949768, DIVERSITY_HERFINDAHL: 0.9994784, COVERAGE_ITEM: 0.4488932, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1823834, SHANNON_ENTROPY: 12.3418949, 
SearchBayesianSkopt: Config 22 is suboptimal. Config: {'topK': 1602, 'shrink': 392, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0762192, PRECISION: 0.0151039, PRECISION_RECALL_MIN_DEN: 0.0623299, RECALL: 0.0610257, MAP: 0.0260603, MRR: 0.0519197, NDCG: 0.0403281, F1: 0.0242146, HIT_RATE: 0.1510386, ARHR: 0.0562402, NOVELTY: 0.0049774, AVERAGE_POPULARITY: 0.0186250, DIVERSITY_MEAN_INTER_LIST: 0.9957205, DIVERSITY_HERFINDAHL: 0.9995527, COVERAGE_ITEM: 0.4616362, COVERAGE_ITEM_CORRECT: 0.0267950, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0831760, DIVERSITY_GINI: 0.1929245, SHANNON_ENTROPY: 12.4599889, 
SearchBayesianSkopt: Config 23 is suboptimal. Config: {'topK': 1265, 'shrink': 383, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0787574, PRECISION: 0.0150844, PRECISION_RECALL_MIN_DEN: 0.0623160, RECALL: 0.0610362, MAP: 0.0263006, MRR: 0.0527897, NDCG: 0.0406455, F1: 0.0241905, HIT_RATE: 0.1508445, ARHR: 0.0570515, NOVELTY: 0.0049762, AVERAGE_POPULARITY: 0.0183700, DIVERSITY_MEAN_INTER_LIST: 0.9958525, DIVERSITY_HERFINDAHL: 0.9995659, COVERAGE_ITEM: 0.4663330, COVERAGE_ITEM_CORRECT: 0.0267950, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0839310, DIVERSITY_GINI: 0.1972253, SHANNON_ENTROPY: 12.4980427, 
SearchBayesianSkopt: Config 24 is suboptimal. Config: {'topK': 1221, 'shrink': 1660, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0774776, PRECISION: 0.0149486, PRECISION_RECALL_MIN_DEN: 0.0618813, RECALL: 0.0606273, MAP: 0.0258855, MRR: 0.0521269, NDCG: 0.0401624, F1: 0.0239836, HIT_RATE: 0.1494855, ARHR: 0.0560832, NOVELTY: 0.0049822, AVERAGE_POPULARITY: 0.0183831, DIVERSITY_MEAN_INTER_LIST: 0.9954510, DIVERSITY_HERFINDAHL: 0.9995258, COVERAGE_ITEM: 0.4623677, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.1923491, SHANNON_ENTROPY: 12.4363143, 
SearchBayesianSkopt: Config 25 is suboptimal. Config: {'topK': 1883, 'shrink': 789, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0750372, PRECISION: 0.0147738, PRECISION_RECALL_MIN_DEN: 0.0608395, RECALL: 0.0596179, MAP: 0.0253040, MRR: 0.0502014, NDCG: 0.0393280, F1: 0.0236796, HIT_RATE: 0.1477383, ARHR: 0.0542885, NOVELTY: 0.0049822, AVERAGE_POPULARITY: 0.0186561, DIVERSITY_MEAN_INTER_LIST: 0.9952940, DIVERSITY_HERFINDAHL: 0.9995101, COVERAGE_ITEM: 0.4513186, COVERAGE_ITEM_CORRECT: 0.0262175, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0820435, DIVERSITY_GINI: 0.1845588, SHANNON_ENTROPY: 12.3744820, 
SearchBayesianSkopt: Config 26 is suboptimal. Config: {'topK': 1818, 'shrink': 2955, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0739816, PRECISION: 0.0146379, PRECISION_RECALL_MIN_DEN: 0.0605064, RECALL: 0.0593381, MAP: 0.0251198, MRR: 0.0492805, NDCG: 0.0390425, F1: 0.0234829, HIT_RATE: 0.1463793, ARHR: 0.0532758, NOVELTY: 0.0049883, AVERAGE_POPULARITY: 0.0185905, DIVERSITY_MEAN_INTER_LIST: 0.9947831, DIVERSITY_HERFINDAHL: 0.9994590, COVERAGE_ITEM: 0.4501251, COVERAGE_ITEM_CORRECT: 0.0260250, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0810369, DIVERSITY_GINI: 0.1827046, SHANNON_ENTROPY: 12.3347708, 
SearchBayesianSkopt: Config 27 is suboptimal. Config: {'topK': 57, 'shrink': 1613, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0849694, PRECISION: 0.0169288, PRECISION_RECALL_MIN_DEN: 0.0676498, RECALL: 0.0661570, MAP: 0.0288270, MRR: 0.0582801, NDCG: 0.0445688, F1: 0.0269590, HIT_RATE: 0.1692875, ARHR: 0.0637855, NOVELTY: 0.0049499, AVERAGE_POPULARITY: 0.0183400, DIVERSITY_MEAN_INTER_LIST: 0.9969804, DIVERSITY_HERFINDAHL: 0.9996787, COVERAGE_ITEM: 0.5679307, COVERAGE_ITEM_CORRECT: 0.0310683, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0907261, DIVERSITY_GINI: 0.2780794, SHANNON_ENTROPY: 13.0114956, 
SearchBayesianSkopt: Config 28 is suboptimal. Config: {'topK': 551, 'shrink': 1279, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0814744, PRECISION: 0.0158610, PRECISION_RECALL_MIN_DEN: 0.0651291, RECALL: 0.0637449, MAP: 0.0276758, MRR: 0.0550032, NDCG: 0.0425857, F1: 0.0254016, HIT_RATE: 0.1586100, ARHR: 0.0595009, NOVELTY: 0.0049697, AVERAGE_POPULARITY: 0.0183070, DIVERSITY_MEAN_INTER_LIST: 0.9961770, DIVERSITY_HERFINDAHL: 0.9995984, COVERAGE_ITEM: 0.4869297, COVERAGE_ITEM_CORRECT: 0.0282964, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0874544, DIVERSITY_GINI: 0.2138052, SHANNON_ENTROPY: 12.6191198, 
SearchBayesianSkopt: Config 29 is suboptimal. Config: {'topK': 1450, 'shrink': 713, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0763155, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0620889, RECALL: 0.0608474, MAP: 0.0258668, MRR: 0.0516049, NDCG: 0.0400576, F1: 0.0239006, HIT_RATE: 0.1487090, ARHR: 0.0557644, NOVELTY: 0.0049777, AVERAGE_POPULARITY: 0.0184734, DIVERSITY_MEAN_INTER_LIST: 0.9955667, DIVERSITY_HERFINDAHL: 0.9995373, COVERAGE_ITEM: 0.4601347, COVERAGE_ITEM_CORRECT: 0.0264485, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0825469, DIVERSITY_GINI: 0.1912810, SHANNON_ENTROPY: 12.4365990, 
